student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade,performance_category
5156,14.9,98.1,8,88,A,Good
447,17.6,84,5.5,100,A,Excellent
4467,21,93.2,9.3,100,A,Excellent
1286,5.7,90.1,7,68.5,C,Average
8580,18,97.3,8.8,98.4,A,Excellent
2650,21.3,88.5,10,100,A,Excellent
4172,13.9,87.1,6.4,85.5,A,Good
2794,8.5,96.2,5.6,70,C,Average
8433,10.5,100,5.3,72.7,B,Average
375,30.1,99.7,6.6,100,A,Excellent
2130,20,99.6,7.1,92.6,A,Excellent
8115,8.8,97.9,4.9,79.6,B,Good
2305,29,81.3,5.6,100,A,Excellent
7194,21.9,81.4,7.8,100,A,Excellent
4045,21.5,80,3.8,100,A,Excellent
8471,14.5,78.8,6.4,83.2,B,Good
5576,1.3,63.9,4,46.1,D,Poor
8782,21.7,72.6,6.9,100,A,Excellent
2666,5.4,83.9,3.4,56.5,C,Poor
4490,15,81.4,4.8,88.7,A,Good
6180,21.1,89,6.1,89.1,A,Good
3768,24.1,78.5,7.7,90,A,Excellent
6716,18.2,84,6.1,91.8,A,Excellent
9127,19,85.9,8,100,A,Excellent
6388,5,79.3,4.2,62.9,C,Average
9086,12.2,80.3,4.5,85.5,A,Good
2938,13.4,87.6,9.3,100,A,Excellent
3156,3.6,88.4,5.9,68.6,C,Average
2039,14.8,67.7,7,91.2,A,Excellent
8805,17.8,100,6.2,98.2,A,Excellent
1477,14.2,81.4,4,87,A,Good
1210,27.2,69.4,7.1,100,A,Excellent
6814,0.3,81.3,4,51.7,D,Poor
4828,20.6,83.4,8.5,91.3,A,Excellent
2720,15.9,70,4,83,B,Good
1878,13.5,82.3,5.3,78.5,B,Good
8380,16.6,82.2,8.9,93.9,A,Excellent
3505,11.5,94.3,9.1,86.5,A,Good
3962,28.2,99.1,8,100,A,Excellent
2925,15.6,86,7.4,88.3,A,Good
8666,21,97,5.3,100,A,Excellent
1772,26.9,98,5.2,100,A,Excellent
6202,7.3,83.7,5.7,67.6,C,Average
1050,24.7,84.9,7.9,100,A,Excellent
5730,14.6,71.8,5,73.2,B,Average
1225,13.7,81.3,5.7,78.3,B,Good
4124,16.5,67,6.9,95.9,A,Excellent
7769,19.9,96.3,6.7,95.8,A,Excellent
1516,14.1,82.2,4.4,85.3,A,Good
6736,18.6,80.5,8.6,86.2,A,Good
8339,16,78.6,9.1,71.6,B,Average
4700,11.7,81.5,4.8,83.9,B,Good
5887,9.8,78.6,5.6,87.3,A,Good
127,9.33,73.63,4.02,80.4,B,Good
3934,20.3,82.4,5.6,92.5,A,Excellent
807,16.6,72.1,4.8,97.5,A,Excellent
1690,13.2,73,6.7,77.4,B,Good
821,11.4,79.3,2.3,75.3,B,Good
8262,27,85.2,8,100,A,Excellent
8105,6.9,86,3.4,66.3,C,Average
8799,23.8,92.7,6.9,100,A,Excellent
4693,21.7,77.5,9.2,100,A,Excellent
7268,15.5,86.8,6.9,86.2,A,Good
1657,16.2,81.5,4.2,100,A,Excellent
3168,16.1,94.6,3.1,89,A,Good
6091,20.2,82.2,8.5,100,A,Excellent
547,19,80.5,6.3,79.8,B,Good
571,15.1,100,5,100,A,Excellent
3709,18,91,6.5,91.1,A,Excellent
3791,19.1,100,4.8,100,A,Excellent
2932,11.8,95.6,10,67.6,C,Average
6131,17.1,100,8.5,88.2,A,Good
4873,6.3,80.5,2.7,86.4,A,Good
5889,0,88.1,3.3,35.1,F,Poor
4538,12.9,77.9,7.7,68.5,C,Average
5753,24.7,93.5,4.8,99.6,A,Excellent
6144,19.8,96.5,4.7,100,A,Excellent
4267,17,92.8,5.5,95.3,A,Excellent
3357,15.6,79.8,10,100,A,Excellent
5807,0,90.7,7.9,44.1,D,Poor
875,14.8,88.1,6.2,65,C,Average
3639,14.1,97.6,6.7,72.4,B,Average
452,21.7,80.6,8.4,100,A,Excellent
8468,24.8,80.3,5.6,100,A,Excellent
8905,12,78.2,4.2,88.3,A,Good
4257,9.1,96.7,5.5,85.3,A,Good
1478,17.9,79.7,2.8,78.6,B,Good
454,18.5,94.1,8.1,86.2,A,Good
6854,2.9,100,5.5,54.4,D,Poor
7348,6,79.4,9.8,70,B,Average
119,7.08,75.58,6.41,51.39,D,Poor
7061,25.8,86,7.1,100,A,Excellent
3631,19.2,60,6.5,88,A,Good
588,9.1,80.8,3.1,72,B,Average
1650,33.1,83.8,7,100,A,Excellent
7083,9.5,82.9,7.1,72.5,B,Average
487,10.5,52.5,4.4,66.9,C,Average
3669,14,90.8,7.4,83.1,B,Good
16,20.09,95.54,5.33,59.27,D,Poor
1281,15.9,88.4,7.8,79,B,Good
4972,14.4,78.2,4.2,71.1,B,Average
1279,16.3,76.4,5.7,81.2,B,Good
4231,4,76.5,7.7,65.6,C,Average
6089,16.8,91,6,88.6,A,Good
3080,13.3,90.9,6.9,83,B,Good
240,21,96.9,8.9,100,A,Excellent
6213,11.7,69.2,8.8,85.6,A,Good
6301,13.4,83.3,5.7,83.5,B,Good
1107,19.3,85.3,5,83.2,B,Good
3397,18.5,85.1,8.3,93.8,A,Excellent
6061,15.3,77.5,8.9,96.5,A,Excellent
1612,4.1,85.3,8.9,75.9,B,Good
7543,20.6,71.2,3.9,100,A,Excellent
8418,15.7,83.2,7.4,88.2,A,Good
2656,21,97,4.8,94.7,A,Excellent
7820,16.6,81.5,4.9,86.5,A,Good
7050,6.9,68.4,7.6,71.6,B,Average
644,4.5,73.1,5.3,65.7,C,Average
647,0,80.5,6.7,44.5,D,Poor
8319,9.2,81.1,4.5,62.6,C,Average
6603,21.4,91.7,7.7,93.4,A,Excellent
2945,17.3,65.5,9,96.7,A,Excellent
6007,12.8,83.1,7.1,76.8,B,Good
4586,23.4,91.2,8,100,A,Excellent
248,10.4,79.9,1.6,71.4,B,Average
7559,8.9,67.6,4.9,78.4,B,Good
898,16,79.2,9,90.2,A,Excellent
4825,14.6,83.7,10,88,A,Good
2051,20.8,89,5,100,A,Excellent
6955,8,54.3,4.8,71.5,B,Average
7519,0,86.7,3.2,28.4,F,Poor
1070,17.4,74.3,2.2,76.8,B,Good
798,19.8,73.6,7.4,80.1,B,Good
3133,2.9,80.9,4.9,40.2,D,Poor
729,11.2,98.2,5.9,81,B,Good
8179,20.3,100,10,90.8,A,Excellent
6040,20.7,78.3,7.1,86.2,A,Good
2205,8.3,97.4,9,55.2,C,Poor
1593,18.1,93.5,5.2,100,A,Excellent
7919,10.2,92.9,10,67.8,C,Average
4377,0,77.4,2.8,60.6,C,Average
8578,8.1,100,8.2,57.7,C,Poor
506,11.6,98.6,5.9,75.2,B,Good
6571,14.1,83.6,6.2,82.8,B,Good
3203,16.6,92,6.1,82.3,B,Good
1257,26.7,81,5.2,100,A,Excellent
2846,7.3,93.4,2.9,61.4,C,Average
3268,12.4,67.7,2.7,85.2,A,Good
631,3.2,86.8,4.4,66.2,C,Average
8696,21.3,91.7,7.5,92.3,A,Excellent
5556,4.8,74.1,6,54.8,D,Poor
6626,0.7,88.7,2.8,46.7,D,Poor
6839,11,84.9,3.9,74.7,B,Average
5014,13.3,80.1,4.9,91.1,A,Excellent
6940,5.9,82.6,6.9,76.5,B,Good
4518,17.4,77.2,3.2,97.5,A,Excellent
3887,0,89.6,5.9,50.6,D,Poor
7227,14.6,83.6,8.7,80.2,B,Good
271,25.1,83.8,5.4,100,A,Excellent
2231,10.2,75.8,5.7,75.9,B,Good
5557,15.5,86.8,7.9,81.8,B,Good
6788,7.1,69,3.3,70.4,B,Average
6560,24.8,82.4,8.3,100,A,Excellent
8110,17.9,98.2,5.9,81.6,B,Good
6573,30,100,6.8,100,A,Excellent
1389,15.2,85.9,4.5,82.9,B,Good
4677,19.8,80.7,9.5,91.9,A,Excellent
5399,1.8,88.9,2.3,58.7,C,Poor
8445,16.3,72.9,7.5,90.9,A,Excellent
3903,26.7,95.8,3.6,100,A,Excellent
491,14.9,96.7,8.4,88.1,A,Good
602,8.5,81.2,10,76.3,B,Good
6850,8,98.5,4.3,59.6,C,Poor
5874,8.6,91.4,4.8,62.9,C,Average
4395,20.9,71,7.3,100,A,Excellent
486,5,74.5,6.5,68.5,C,Average
1590,15.6,100,2.8,93.1,A,Excellent
7034,8.1,92.9,1.5,80,B,Good
711,16.5,88.5,2.7,77.2,B,Good
8102,10.2,68.9,8.2,75.5,B,Good
7673,17.3,76,7.6,92,A,Excellent
626,11.4,90.2,6.9,91.1,A,Excellent
1492,32.9,91.6,4.8,100,A,Excellent
4941,19.1,81.5,5.6,100,A,Excellent
312,22.7,85.4,9.2,95.9,A,Excellent
2457,10.9,83.7,7.7,62.6,C,Average
5670,24.3,77.2,8.1,95.3,A,Excellent
1154,5.7,100,3,62.4,C,Average
7208,25.4,93.7,7.9,100,A,Excellent
8779,23.1,83.3,7.3,100,A,Excellent
994,10.2,77.6,4,76.8,B,Good
4685,7.7,97.2,4.9,60.4,C,Average
4806,3.8,95.3,3.5,63.3,C,Average
301,9.2,89.2,3.9,62.9,C,Average
1836,17.5,74.1,5.7,100,A,Excellent
8259,12.7,97.6,5.3,86.9,A,Good
3994,20.3,83.5,9.7,96.7,A,Excellent
8860,2.3,79.1,3.4,70.9,B,Average
7322,14.2,86.8,4.1,70.9,B,Average
5595,22.9,84.2,3.6,100,A,Excellent
5306,22.6,86.2,6.7,100,A,Excellent
6074,18.2,71.6,5.2,97,A,Excellent
3372,6.6,93.2,6.3,52.5,D,Poor
6209,14.6,85.7,6.5,87.6,A,Good
5676,15.1,76.6,4.6,71.3,B,Average
576,0,82.6,8.4,61.9,C,Average
1134,18.2,63.2,5.5,62.8,C,Average
86,22.59,70.34,4.39,45.92,D,Poor
3805,8.8,79.4,7.8,67.9,C,Average
6250,22,99.5,7.5,100,A,Excellent
2990,31.9,100,3.8,100,A,Excellent
1290,0,86.4,8.2,51.7,D,Poor
1608,26.4,84.8,8.6,100,A,Excellent
5186,1.3,85.7,3.7,70.3,B,Average
5158,35.4,72.4,9.9,100,A,Excellent
793,16.9,90.6,3.5,95.4,A,Excellent
6749,11.5,84.3,7.4,56.9,C,Poor
853,10.5,91,5.8,71.2,B,Average
7234,20.1,92.4,6.3,100,A,Excellent
1080,21,87.2,6.5,99.2,A,Excellent
4162,18.4,100,3.8,97.5,A,Excellent
7044,4.3,90.9,4.2,60.8,C,Average
6674,15.9,90.4,6,92.8,A,Excellent
4170,10,93.8,4.3,78.3,B,Good
570,12.5,88.3,5.9,76.3,B,Good
3647,16.8,68,6.4,90.4,A,Excellent
6321,23.6,100,6.4,100,A,Excellent
2123,14.9,83,6.6,65.2,C,Average
5424,14.4,86.3,5.8,87,A,Good
5446,13.4,84.5,5.6,79.2,B,Good
7831,13.6,87.9,6.5,89.7,A,Good
7909,20.4,78.6,2.1,100,A,Excellent
1635,12.7,96.3,5.9,89.8,A,Good
4810,12.1,97.9,2.8,75.9,B,Good
6896,11.2,95.5,6,83.6,B,Good
1120,22.4,90.7,8.7,100,A,Excellent
8299,13.7,82.1,4.2,100,A,Excellent
9132,29.1,79.1,6.9,100,A,Excellent
1829,14.3,86.8,5.9,81.4,B,Good
5525,9,71.7,5.3,69,C,Average
6273,14.4,81.4,9.3,84.7,B,Good
1025,27.1,93.7,4.7,100,A,Excellent
252,21.4,88.4,6.7,100,A,Excellent
465,14.2,81.9,6,85.2,A,Good
5369,11.6,93,6,66.9,C,Average
1449,23.7,82.8,4.6,92.5,A,Excellent
2852,20.8,76.7,8.8,98.6,A,Excellent
1585,18,91.5,3.4,100,A,Excellent
2705,16.7,77.9,5.3,100,A,Excellent
3638,17.6,97.8,6.2,100,A,Excellent
4370,16.6,78.7,5.1,98.3,A,Excellent
8033,24.9,71.7,5.9,100,A,Excellent
3288,13.5,84.1,2.8,77.4,B,Good
4153,15.6,86,7.7,98.7,A,Excellent
2443,6,68.7,7.1,53.9,D,Poor
3799,8,77.5,10,77,B,Good
2291,27.2,95.3,8.5,100,A,Excellent
6491,15.8,78.4,8.1,100,A,Excellent
80,6.06,90.5,7.27,88.99,B,Good
2428,14.6,88.4,9.8,87.8,A,Good
2842,4.4,89.9,6.6,61.4,C,Average
1867,22.2,100,6.1,96.4,A,Excellent
6971,7.5,76.7,5.1,58.1,C,Poor
3847,22.6,75,6.9,100,A,Excellent
6933,16.7,83,3.5,82.8,B,Good
5129,16,83,8.4,100,A,Excellent
5296,13.8,85,7,76.5,B,Good
149,12.3,77.52,7.19,79.35,B,Good
8378,8.5,69.5,5.3,64.7,C,Average
7200,4.6,83.6,6.1,69.1,C,Average
7541,19.3,72.6,6.8,100,A,Excellent
5687,23.8,93.1,6.5,100,A,Excellent
7685,22,83.4,4.7,93.5,A,Excellent
2912,17.5,84.3,4.6,100,A,Excellent
3724,2.5,63.6,7.2,47.3,D,Poor
708,27.3,89.8,4.7,100,A,Excellent
4108,24.5,86.7,4.9,100,A,Excellent
418,15.8,90.1,5.7,96.3,A,Excellent
2930,21.9,85.6,4.5,100,A,Excellent
245,6.6,96.5,6.5,55.6,C,Poor
7876,12.5,72.8,5.5,69.1,C,Average
5278,6.2,89.1,6.1,54.9,D,Poor
8018,9.8,83.1,7.4,92.8,A,Excellent
5279,9.6,83.4,5.5,54.2,D,Poor
5441,10.8,88.6,3.9,77.2,B,Good
2537,21.8,94,4.6,100,A,Excellent
1466,19.1,79.3,8.5,94,A,Excellent
5216,18.5,81.1,5.9,92.2,A,Excellent
7163,18.8,79.8,7.4,99.6,A,Excellent
1563,0,81.6,7.2,46.6,D,Poor
5236,29.5,66,6.3,100,A,Excellent
6919,27.3,66.7,7.6,100,A,Excellent
5047,0.5,84.1,6,46.4,D,Poor
7056,2.9,76,8.6,57.4,C,Poor
8751,21.2,96.9,8.1,98.9,A,Excellent
6778,17.3,84.1,4.7,96.1,A,Excellent
72,23.52,78.4,6.72,94.67,A,Excellent
2980,16.4,100,7.2,96.6,A,Excellent
5331,11.2,82.3,5.6,80.3,B,Good
6545,15.6,81.3,5.3,100,A,Excellent
7966,11.8,97.4,4.6,93,A,Excellent
8702,10.9,88.5,8.8,71,B,Average
7842,11.9,91.2,9.1,72.6,B,Average
8039,14.4,80.3,2.9,69.1,C,Average
614,7.1,100,6.3,70.6,B,Average
948,10.2,80.3,5.5,71.1,B,Average
5952,15.2,75.6,2.9,83.2,B,Good
3453,14.1,85.7,7.5,77,B,Good
1381,19.7,87.9,5.1,94.4,A,Excellent
1935,33.5,74.4,9.6,100,A,Excellent
6928,7.1,88,7.7,72.8,B,Average
4081,19.4,80.5,6.6,96.7,A,Excellent
4004,18.3,89.1,5,88.3,A,Good
5635,9.5,76.7,6.5,66.4,C,Average
3095,9,93.8,7.6,68.7,C,Average
4021,30.2,91.5,1.5,100,A,Excellent
2520,9,80.4,9.4,66.9,C,Average
4009,11.6,68.6,6.8,94.1,A,Excellent
6162,21.1,73.2,8.9,93.6,A,Excellent
7564,21.1,98,6,92.2,A,Excellent
1243,10.9,82.3,7.7,71.1,B,Average
411,20,83.3,6.5,100,A,Excellent
6023,32.4,67.3,5.4,100,A,Excellent
8120,15.1,78.4,7.4,81.4,B,Good
7160,12.2,85.5,7.4,88.5,A,Good
391,8.7,84.9,4.2,54.1,D,Poor
617,15.8,92.5,3.3,96.7,A,Excellent
7798,12.8,83.9,3.6,82.3,B,Good
7347,9.2,88.9,9,76.4,B,Good
6622,16.3,72.6,6.3,76.5,B,Good
5710,28.3,81.1,8,98.3,A,Excellent
986,6.9,85,5.8,68.2,C,Average
5370,26.1,88.9,4,91,A,Excellent
303,20.2,70.6,4.7,100,A,Excellent
4594,0,94,4.9,38.4,F,Poor
808,11.6,79.2,8,84.5,B,Good
3916,14.4,81.4,6.9,81.5,B,Good
8827,7.4,98,5.9,67.9,C,Average
4970,25.2,82.7,5.4,90.2,A,Excellent
1654,12.5,83.6,3.9,98.1,A,Excellent
3171,8.4,80.2,5.3,68.4,C,Average
2122,20.5,71.7,8.9,100,A,Excellent
1841,14.1,93,10,87.2,A,Good
193,12.17,61.01,9.64,90.04,A,Excellent
7098,14.6,92.8,3.3,90.5,A,Excellent
4893,11,100,5.6,77.2,B,Good
4794,16.8,94.8,3.3,94.1,A,Excellent
76,12.13,85.07,2.46,56.62,D,Poor
2729,9.8,72.6,2.3,80,B,Good
4408,12.3,88.8,5,72.5,B,Average
4427,17.5,77.3,7,90.4,A,Excellent
4380,9.6,66.4,2.2,91.9,A,Excellent
6533,25.8,95.9,9.3,100,A,Excellent
4243,10.9,93,5.1,100,A,Excellent
8973,10.4,75,8.3,64.9,C,Average
3963,15.3,83.5,4.9,94.9,A,Excellent
3468,15.9,83.7,1.4,82.9,B,Good
4181,16.9,93,5.1,77.4,B,Good
2977,23.8,96.3,9.6,100,A,Excellent
7368,11.7,80.5,5.5,82.2,B,Good
5696,18.7,64.4,4.9,88.3,A,Good
9111,27.9,97.7,5.2,100,A,Excellent
3362,3.2,100,4,62.7,C,Average
5857,0,83.9,5.6,55.1,C,Poor
3213,26.7,94.8,6.2,100,A,Excellent
806,12.8,77.6,9,100,A,Excellent
4074,14,90,5.7,91.1,A,Excellent
2750,13.6,69.5,6.3,99.8,A,Excellent
8962,14,90.5,6.7,100,A,Excellent
2637,16.3,66,0.7,87.7,A,Good
176,3.77,71.59,8.04,41.44,D,Poor
6270,18.5,94.5,7.2,100,A,Excellent
2599,23.4,100,6.2,100,A,Excellent
4984,14,87.8,4.4,92.4,A,Excellent
6059,33.5,81.2,2.5,100,A,Excellent
1600,9.9,74.8,8.6,66.3,C,Average
357,14.9,90.4,7.2,94.7,A,Excellent
4044,17.1,86,8.5,80,B,Good
6782,15.1,83.7,6.2,94.1,A,Excellent
1412,18.9,88.8,5.7,99.5,A,Excellent
1843,11.2,77.5,6.3,77.5,B,Good
4086,13.4,86.6,7.3,86.4,A,Good
143,9.12,79.08,5.99,49.58,D,Poor
8560,23.1,74.8,9.2,94.5,A,Excellent
389,21.7,85.5,5.8,100,A,Excellent
4688,8.3,87.5,9.6,54.8,D,Poor
434,20,80.1,2.2,97.8,A,Excellent
543,18.7,87.9,7.3,86.1,A,Good
8070,12.5,69.2,7.5,67.5,C,Average
3873,7.3,74.1,2.4,74.3,B,Average
6011,14.6,83.1,7.5,98.9,A,Excellent
8703,4.9,86.3,8.3,59.1,C,Poor
2658,21.2,90.7,6.6,98.6,A,Excellent
4067,16.3,85.2,5.6,100,A,Excellent
6101,10.9,94,7.1,75.6,B,Good
5721,12,99.3,5.4,88.3,A,Good
3798,16.5,80.7,3.5,85.5,A,Good
7641,0.5,80.7,4.5,42.3,D,Poor
4615,15.4,86.9,7.7,88.6,A,Good
3090,16,84.5,2.6,98,A,Excellent
6073,16.3,72.6,4.5,89.9,A,Good
6010,9.1,74.4,8.5,69.6,C,Average
8457,22.1,100,4.1,100,A,Excellent
4920,24,93.1,10,100,A,Excellent
6655,11.2,87.5,4.4,69.5,C,Average
8227,12,81.7,6.6,82,B,Good
1202,12,88.3,6.3,69.1,C,Average
3277,23.2,71.4,6.3,95.1,A,Excellent
6860,21.3,84.3,6.8,100,A,Excellent
2216,16.9,100,3.8,92,A,Excellent
8341,15.6,90.3,8.3,93.6,A,Excellent
7107,1.5,71.5,7.7,76.2,B,Good
7285,23.7,79.1,4,94.6,A,Excellent
911,12.8,77,6.2,90.3,A,Excellent
5061,12.9,89.1,5.5,87.7,A,Good
6299,12.6,78.1,5.8,91.2,A,Excellent
8674,23.4,84.3,7.8,100,A,Excellent
7713,13.3,80,2.2,86.2,A,Good
6595,2.1,81.8,8,63.6,C,Average
2636,22.5,76.4,4.7,100,A,Excellent
8833,11.6,96.2,8.2,80.7,B,Good
3296,7.5,100,9.3,50.2,D,Poor
4353,13.3,86.8,4,99.2,A,Excellent
2501,19,86.3,6,100,A,Excellent
8937,8.1,94,5.1,76.4,B,Good
4145,4.4,75.3,9.2,70.7,B,Average
3779,0.5,86.1,4.8,47.8,D,Poor
8121,23,84.3,5.7,100,A,Excellent
7853,17.5,62.9,6.6,100,A,Excellent
355,14.9,87.1,6.9,88.3,A,Good
5120,20.7,80.1,7.6,100,A,Excellent
1378,22.3,78,5.2,95.6,A,Excellent
2367,11.2,66.6,6.2,63.4,C,Average
4111,23,81.5,5,100,A,Excellent
7965,11.1,66.7,6.9,73.7,B,Average
9038,24.4,90.3,4.6,98.5,A,Excellent
2877,8.4,80.4,4.3,73.8,B,Average
8904,16.1,83.1,5.3,100,A,Excellent
150,4.24,96.97,4.75,60.29,C,Average
784,19.3,80.6,5,100,A,Excellent
753,8.2,93.4,6,84.5,B,Good
8525,2.8,80.6,3.4,58.2,C,Poor
5572,11.3,100,5.3,71.3,B,Average
7512,31.8,98.1,10,100,A,Excellent
2992,19.2,81.7,4.8,84.6,B,Good
4754,12.2,83,6.6,81.7,B,Good
857,9.2,79.4,8.3,62,C,Average
666,15.7,93.5,7.8,78.1,B,Good
3101,10.1,78.7,7.4,74.8,B,Average
3763,9.3,79,4.3,67.3,C,Average
5341,7.6,76.9,2.9,60.2,C,Average
5821,15.2,73.5,5,89.3,A,Good
4659,16.7,86.3,7.2,97.1,A,Excellent
8466,12.3,77.7,2.6,83.8,B,Good
1164,3.5,85.3,7.2,43.9,D,Poor
8185,15.4,92.3,5.7,88.8,A,Good
507,10.9,83.9,4.5,72.6,B,Average
9097,6.2,86.6,0.3,74.6,B,Average
3977,18.5,100,5.6,92.2,A,Excellent
4557,8,88.8,4.4,68.8,C,Average
4103,24.5,80,5.2,100,A,Excellent
7279,14.4,79.1,7.8,91.1,A,Excellent
8324,26.5,85.5,4.8,100,A,Excellent
2822,20.9,85.7,6,84.6,B,Good
3787,17.2,66.3,6.1,89.9,A,Good
3064,11.3,89.1,7.6,61.7,C,Average
8192,12.1,93.3,3.5,67.5,C,Average
1181,16.3,90.9,8.2,90.4,A,Excellent
8808,14.8,85.7,5.7,95.4,A,Excellent
93,6.29,80.61,4.78,50.91,D,Poor
7438,14.6,67.8,7.7,82.7,B,Good
6243,24.3,90.8,10,100,A,Excellent
6524,20.6,87.2,7.6,97.9,A,Excellent
8426,14.8,100,8.9,92.1,A,Excellent
9018,9.9,85.3,3.9,62.5,C,Average
5787,14.3,76.5,8.1,78.8,B,Good
7602,11.4,80.5,3.9,76.3,B,Good
7572,15.2,82,5.4,100,A,Excellent
3038,16.2,87.8,2.5,89.5,A,Good
3254,22.4,98.3,2.7,100,A,Excellent
7885,16,88.2,5.7,100,A,Excellent
8729,17.9,83.9,9.5,98.4,A,Excellent
691,12.5,64,6.6,68.5,C,Average
8335,22.2,85.5,8.7,100,A,Excellent
7440,19.4,79.9,6.6,96.3,A,Excellent
6322,14.9,73.7,6.9,78.3,B,Good
3021,23.4,73.1,3.2,100,A,Excellent
4492,8.3,87.9,8.3,78.7,B,Good
2057,11.7,95.5,3.5,81.5,B,Good
2898,27.1,82.2,6.2,100,A,Excellent
377,21.1,80.3,7.5,92.2,A,Excellent
3272,8.9,76.8,8.6,65.7,C,Average
4836,15.7,87.8,2.6,93.3,A,Excellent
6843,28.1,80.8,5.1,100,A,Excellent
3051,5.4,85.9,3.5,76.9,B,Good
1353,18.8,100,5.6,100,A,Excellent
8390,6.2,97.6,4.2,63,C,Average
4144,17.2,79,1.8,87.3,A,Good
6941,12,88.2,7,81.2,B,Good
4552,20.9,89.1,5.1,100,A,Excellent
6464,19.2,73.2,4.2,87.5,A,Good
2176,29.6,93.9,6.1,100,A,Excellent
3718,31.2,72.6,8.3,100,A,Excellent
1103,29.6,76.6,4.2,100,A,Excellent
5221,27.5,75.1,6.1,100,A,Excellent
45,21.01,76.08,3.65,62.05,C,Average
3256,16,83.7,7.2,89.3,A,Good
897,13.8,89.4,4.6,70.1,B,Average
2890,17.7,74,8.4,74.1,B,Average
6863,28.5,74.3,5.9,100,A,Excellent
3777,2.2,87.8,8,74.8,B,Average
5777,18.2,81.7,2,100,A,Excellent
5774,9.1,95.9,4.9,68.1,C,Average
546,9.4,84.1,4.8,65.3,C,Average
8355,30.4,100,5.7,100,A,Excellent
6488,5.2,89.1,6.3,66,C,Average
2452,9.2,80.9,4.4,69.2,C,Average
3998,12.8,97.4,7,92,A,Excellent
3872,16.1,100,4.3,93.8,A,Excellent
8758,17.1,87.9,5.7,88.9,A,Good
1974,16.4,86.5,5.2,97.2,A,Excellent
8731,11.8,81.1,6.9,73.2,B,Average
4287,11.8,80.9,4.3,77.5,B,Good
6838,2.6,82.9,4.2,78.5,B,Good
4000,17.5,98.1,5.7,92.6,A,Excellent
1005,19.9,87.4,7.1,100,A,Excellent
2423,13.4,83.4,3.5,87.2,A,Good
2233,1.2,96.8,3.3,65.2,C,Average
354,13.9,65.4,3.9,87.4,A,Good
5338,9.4,73.6,2.5,84,B,Good
6648,8.4,84,6.1,76.1,B,Good
5998,6.5,75.1,7.3,57.7,C,Poor
3338,14,95.9,7.5,64.7,C,Average
5758,12.7,78.9,7,90.5,A,Excellent
902,12.2,72.3,4.5,73.3,B,Average
41,17.14,64.66,1.21,95.01,A,Excellent
3058,16.4,81.1,5.7,90.8,A,Excellent
6937,25.1,98.3,7.2,100,A,Excellent
5185,22.3,85.8,7.6,100,A,Excellent
1017,10.4,79.5,3.8,66.1,C,Average
5415,10,87.8,6,86.8,A,Good
2563,8.5,80.7,5,87.8,A,Good
4629,22.7,65.8,4.9,100,A,Excellent
880,23.3,84.4,6.9,100,A,Excellent
2084,0,77.9,5.2,51.2,D,Poor
6259,8,90.2,4.4,70.5,B,Average
7551,17.4,70.6,8.1,86.3,A,Good
8241,16.5,91.2,5.7,82.6,B,Good
242,14.2,87.3,7.1,81.5,B,Good
4739,5.4,67.5,4,76.3,B,Good
7655,22.6,86.1,6,100,A,Excellent
7355,24.2,85.1,8.5,100,A,Excellent
4600,24.2,95.4,8,100,A,Excellent
6910,8.8,100,5.4,79.5,B,Good
4901,12.3,86.8,5.3,84,B,Good
4565,20.5,92.2,6.8,100,A,Excellent
3722,26.9,90.5,6.7,100,A,Excellent
7936,20.9,87,5.8,90.7,A,Excellent
2442,24.7,74.3,9.4,99.6,A,Excellent
2468,15.3,84.5,4.5,85,A,Good
5736,13,82,7.3,83.1,B,Good
6325,11.6,89,4.4,90.4,A,Excellent
6103,7.1,97.1,6,66.4,C,Average
3124,12.5,70.3,8.2,81,B,Good
1364,8.2,71.8,8.5,40.1,D,Poor
8221,3.4,85.9,5.1,60.8,C,Average
3189,21.3,88.9,3.5,100,A,Excellent
7780,8.4,94.8,8.6,83.8,B,Good
6712,25,87.2,8.1,100,A,Excellent
2165,26.1,79.3,8.2,100,A,Excellent
7949,21.8,90.2,5.3,100,A,Excellent
1533,17.3,81.9,6,89.7,A,Good
4250,14.6,81.8,2,71.4,B,Average
7219,7.2,72.6,5.4,51.8,D,Poor
3201,16.3,100,6.6,100,A,Excellent
7063,10,98.1,7,70.6,B,Average
217,9.6,82.6,6,83,B,Good
8388,17.6,70,8.3,98.7,A,Excellent
5287,6.5,89.3,4,68,C,Average
637,20.8,87.1,8.6,100,A,Excellent
3123,18.4,83.8,4.1,86.8,A,Good
1660,23,70.4,5.5,100,A,Excellent
1857,24.7,80.7,1.2,100,A,Excellent
3187,6.6,88.8,6,66.2,C,Average
148,21.24,95.27,4.91,48.23,D,Poor
8036,28.9,78.9,7,100,A,Excellent
2399,16.5,79.7,5.1,100,A,Excellent
7783,15.8,74.8,7.1,87.2,A,Good
7766,14.8,89.8,5,95.2,A,Excellent
2266,23.3,100,3.2,100,A,Excellent
2255,6.2,80.9,5.9,80.8,B,Good
1562,9.8,96.7,2.8,65,C,Average
783,17.7,84.4,5.8,98.3,A,Excellent
8063,4.5,87,6.9,72.9,B,Average
8854,1,100,5.6,55.9,C,Poor
2966,13.2,92,8.7,87.1,A,Good
2889,12.3,84.3,8.6,87.4,A,Good
